Year;Country;Source;Emission
1913;Singapore;Waste;0.01600
1914;Singapore;Waste;0.01630
1915;Singapore;Waste;0.01650
1916;Singapore;Waste;0.01680
1917;Singapore;Waste;0.01700
1918;Singapore;Waste;0.01730
1919;Singapore;Waste;0.01770
1920;Singapore;Waste;0.01800
1921;Singapore;Waste;0.01850
1922;Singapore;Waste;0.01910
1923;Singapore;Waste;0.01980
1924;Singapore;Waste;0.02060
1925;Singapore;Waste;0.02150
1926;Singapore;Waste;0.02240
1927;Singapore;Waste;0.02330
1928;Singapore;Waste;0.02430
1929;Singapore;Waste;0.02530
1930;Singapore;Waste;0.02620
1931;Singapore;Waste;0.02710
1932;Singapore;Waste;0.02810
1933;Singapore;Waste;0.02920
1934;Singapore;Waste;0.03030
1935;Singapore;Waste;0.03150
1936;Singapore;Waste;0.03260
1937;Singapore;Waste;0.03370
1938;Singapore;Waste;0.03480
1939;Singapore;Waste;0.03590
1940;Singapore;Waste;0.03690
1941;Singapore;Waste;0.03790
1942;Singapore;Waste;0.03910
1943;Singapore;Waste;0.04040
1944;Singapore;Waste;0.04190
1945;Singapore;Waste;0.04340
1946;Singapore;Waste;0.04500
1947;Singapore;Waste;0.04660
1948;Singapore;Waste;0.04830
1949;Singapore;Waste;0.04820
1950;Singapore;Waste;0.04940
1951;Singapore;Waste;0.05440
1952;Singapore;Waste;0.05820
1953;Singapore;Waste;0.05990
1954;Singapore;Waste;0.06230
1955;Singapore;Waste;0.06490
1956;Singapore;Waste;0.06660
1957;Singapore;Waste;0.05950
1958;Singapore;Waste;0.06330
1959;Singapore;Waste;0.06330
1960;Singapore;Waste;0.06390
1961;Singapore;Waste;0.06870
1962;Singapore;Waste;0.07290
1963;Singapore;Waste;0.07870
1964;Singapore;Waste;0.08290
1965;Singapore;Waste;0.08190
1966;Singapore;Waste;0.07810
1967;Singapore;Waste;0.08980
1968;Singapore;Waste;0.10100
1969;Singapore;Waste;0.11100
1970;Singapore;Waste;0.09910
1971;Singapore;Waste;0.10300
1972;Singapore;Waste;0.10500
1973;Singapore;Waste;0.10800
1974;Singapore;Waste;0.11000
1975;Singapore;Waste;0.11200
1976;Singapore;Waste;0.11500
1977;Singapore;Waste;0.11700
1978;Singapore;Waste;0.11900
1979;Singapore;Waste;0.12100
1980;Singapore;Waste;0.12300
1981;Singapore;Waste;0.12600
1982;Singapore;Waste;0.12900
1983;Singapore;Waste;0.13200
1984;Singapore;Waste;0.13600
1985;Singapore;Waste;0.15000
1986;Singapore;Waste;0.15400
1987;Singapore;Waste;0.15800
1988;Singapore;Waste;0.16300
1989;Singapore;Waste;0.16600
1990;Singapore;Waste;0.17000
1991;Singapore;Waste;0.17500
1992;Singapore;Waste;0.18000
1993;Singapore;Waste;0.18400
1994;Singapore;Waste;0.19100
1995;Singapore;Waste;0.20900
1996;Singapore;Waste;0.22800
1997;Singapore;Waste;0.24600
1998;Singapore;Waste;0.26400
1999;Singapore;Waste;0.28300
2000;Singapore;Waste;0.30000
2001;Singapore;Waste;0.29200
2002;Singapore;Waste;0.28600
2003;Singapore;Waste;0.28100
2004;Singapore;Waste;0.28000
2005;Singapore;Waste;0.27300
2006;Singapore;Waste;0.27300
2007;Singapore;Waste;0.26700
2008;Singapore;Waste;0.26200
2009;Singapore;Waste;0.25200
2010;Singapore;Waste;0.24800
2011;Singapore;Waste;0.22100
2012;Singapore;Waste;0.19100
2013;Singapore;Waste;0.19500
2014;Singapore;Waste;0.19700
2015;Singapore;Waste;0.20100
2016;Singapore;Waste;0.18500
2017;Singapore;Waste;0.17700
2018;Singapore;Waste;0.16900
1850;Singapore;Agriculture;0.00869
1851;Singapore;Agriculture;0.00955
1852;Singapore;Agriculture;0.01040
1853;Singapore;Agriculture;0.01120
1854;Singapore;Agriculture;0.01200
1855;Singapore;Agriculture;0.01280
1856;Singapore;Agriculture;0.01360
1857;Singapore;Agriculture;0.01430
1858;Singapore;Agriculture;0.01510
1859;Singapore;Agriculture;0.01580
1860;Singapore;Agriculture;0.01650
1861;Singapore;Agriculture;0.01710
1862;Singapore;Agriculture;0.01780
1863;Singapore;Agriculture;0.01840
1864;Singapore;Agriculture;0.01900
1865;Singapore;Agriculture;0.01960
1866;Singapore;Agriculture;0.02020
1867;Singapore;Agriculture;0.02080
1868;Singapore;Agriculture;0.02140
1869;Singapore;Agriculture;0.02190
1870;Singapore;Agriculture;0.02240
1871;Singapore;Agriculture;0.02300
1872;Singapore;Agriculture;0.02360
1873;Singapore;Agriculture;0.02430
1874;Singapore;Agriculture;0.02490
1875;Singapore;Agriculture;0.02560
1876;Singapore;Agriculture;0.02630
1877;Singapore;Agriculture;0.02690
1878;Singapore;Agriculture;0.02750
1879;Singapore;Agriculture;0.02810
1880;Singapore;Agriculture;0.02850
1881;Singapore;Agriculture;0.02890
1882;Singapore;Agriculture;0.02930
1883;Singapore;Agriculture;0.02970
1884;Singapore;Agriculture;0.03000
1885;Singapore;Agriculture;0.03030
1886;Singapore;Agriculture;0.03060
1887;Singapore;Agriculture;0.03090
1888;Singapore;Agriculture;0.03120
1889;Singapore;Agriculture;0.03140
1890;Singapore;Agriculture;0.03460
1891;Singapore;Agriculture;0.03500
1892;Singapore;Agriculture;0.03560
1893;Singapore;Agriculture;0.03630
1894;Singapore;Agriculture;0.03720
1895;Singapore;Agriculture;0.03820
1896;Singapore;Agriculture;0.03920
1897;Singapore;Agriculture;0.04040
1898;Singapore;Agriculture;0.04170
1899;Singapore;Agriculture;0.04300
1900;Singapore;Agriculture;0.04430
1901;Singapore;Agriculture;0.04570
1902;Singapore;Agriculture;0.04740
1903;Singapore;Agriculture;0.04920
1904;Singapore;Agriculture;0.05110
1905;Singapore;Agriculture;0.05330
1906;Singapore;Agriculture;0.05570
1907;Singapore;Agriculture;0.05820
1908;Singapore;Agriculture;0.06100
1909;Singapore;Agriculture;0.06390
1910;Singapore;Agriculture;0.06710
1911;Singapore;Agriculture;0.07090
1912;Singapore;Agriculture;0.07560
1913;Singapore;Agriculture;0.08100
1914;Singapore;Agriculture;0.08700
1915;Singapore;Agriculture;0.09340
1916;Singapore;Agriculture;0.09990
1917;Singapore;Agriculture;0.10600
1918;Singapore;Agriculture;0.11300
1919;Singapore;Agriculture;0.11900
1920;Singapore;Agriculture;0.12400
1921;Singapore;Agriculture;0.12900
1922;Singapore;Agriculture;0.13400
1923;Singapore;Agriculture;0.13900
1924;Singapore;Agriculture;0.14300
1925;Singapore;Agriculture;0.14800
1926;Singapore;Agriculture;0.15200
1927;Singapore;Agriculture;0.15700
1928;Singapore;Agriculture;0.16000
1929;Singapore;Agriculture;0.16400
1930;Singapore;Agriculture;0.16700
1931;Singapore;Agriculture;0.17000
1932;Singapore;Agriculture;0.17300
1933;Singapore;Agriculture;0.17600
1934;Singapore;Agriculture;0.17900
1935;Singapore;Agriculture;0.18200
1936;Singapore;Agriculture;0.18400
1937;Singapore;Agriculture;0.18600
1938;Singapore;Agriculture;0.18800
1939;Singapore;Agriculture;0.18900
1940;Singapore;Agriculture;0.18900
1941;Singapore;Agriculture;0.19000
1942;Singapore;Agriculture;0.19200
1943;Singapore;Agriculture;0.19500
1944;Singapore;Agriculture;0.19800
1945;Singapore;Agriculture;0.20200
1946;Singapore;Agriculture;0.20600
1947;Singapore;Agriculture;0.20900
1948;Singapore;Agriculture;0.21200
1949;Singapore;Agriculture;0.21400
1950;Singapore;Agriculture;0.21500
1951;Singapore;Agriculture;0.21600
1952;Singapore;Agriculture;0.21800
1953;Singapore;Agriculture;0.22100
1954;Singapore;Agriculture;0.22600
1955;Singapore;Agriculture;0.23100
1956;Singapore;Agriculture;0.23600
1957;Singapore;Agriculture;0.24100
1958;Singapore;Agriculture;0.24600
1959;Singapore;Agriculture;0.25000
1960;Singapore;Agriculture;0.25300
1961;Singapore;Agriculture;0.26300
1962;Singapore;Agriculture;0.28800
1963;Singapore;Agriculture;0.27400
1964;Singapore;Agriculture;0.21800
1965;Singapore;Agriculture;0.28200
1966;Singapore;Agriculture;0.29900
1967;Singapore;Agriculture;0.30500
1968;Singapore;Agriculture;0.28700
1969;Singapore;Agriculture;0.28600
1970;Singapore;Agriculture;0.30200
1971;Singapore;Agriculture;0.31400
1972;Singapore;Agriculture;0.32900
1973;Singapore;Agriculture;0.36900
1974;Singapore;Agriculture;0.34500
1975;Singapore;Agriculture;0.31300
1976;Singapore;Agriculture;0.31800
1977;Singapore;Agriculture;0.36400
1978;Singapore;Agriculture;0.32900
1979;Singapore;Agriculture;0.34400
1980;Singapore;Agriculture;0.30700
1981;Singapore;Agriculture;0.27800
1982;Singapore;Agriculture;0.24500
1983;Singapore;Agriculture;0.24700
1984;Singapore;Agriculture;0.24500
1985;Singapore;Agriculture;0.21400
1986;Singapore;Agriculture;0.17300
1987;Singapore;Agriculture;0.15700
1988;Singapore;Agriculture;0.11600
1989;Singapore;Agriculture;0.12300
1990;Singapore;Agriculture;0.11000
1991;Singapore;Agriculture;0.02930
1992;Singapore;Agriculture;0.02810
1993;Singapore;Agriculture;0.02750
1994;Singapore;Agriculture;0.03110
1995;Singapore;Agriculture;0.03450
1996;Singapore;Agriculture;0.03300
1997;Singapore;Agriculture;0.02440
1998;Singapore;Agriculture;0.02760
1999;Singapore;Agriculture;0.02700
2000;Singapore;Agriculture;0.02240
2001;Singapore;Agriculture;0.02120
2002;Singapore;Agriculture;0.03010
2003;Singapore;Agriculture;0.06450
2004;Singapore;Agriculture;0.07890
2005;Singapore;Agriculture;0.07620
2006;Singapore;Agriculture;0.08750
2007;Singapore;Agriculture;0.06990
2008;Singapore;Agriculture;0.06360
2009;Singapore;Agriculture;0.03750
2010;Singapore;Agriculture;0.02170
2011;Singapore;Agriculture;0.03920
2012;Singapore;Agriculture;0.03660
2013;Singapore;Agriculture;0.03540
2014;Singapore;Agriculture;0.01940
2015;Singapore;Agriculture;0.01950
2016;Singapore;Agriculture;0.02010
2017;Singapore;Agriculture;0.02070
2018;Singapore;Agriculture;0.02100
1850;Singapore;Other;0.00000
1851;Singapore;Other;0.00030
1852;Singapore;Other;0.00059
1853;Singapore;Other;0.00089
1854;Singapore;Other;0.00119
1855;Singapore;Other;0.00149
1856;Singapore;Other;0.00178
1857;Singapore;Other;0.00208
1858;Singapore;Other;0.00238
1859;Singapore;Other;0.00267
1860;Singapore;Other;0.00297
1861;Singapore;Other;0.00327
1862;Singapore;Other;0.00357
1863;Singapore;Other;0.00386
1864;Singapore;Other;0.00416
1865;Singapore;Other;0.00446
1866;Singapore;Other;0.00475
1867;Singapore;Other;0.00505
1868;Singapore;Other;0.00535
1869;Singapore;Other;0.00565
1870;Singapore;Other;0.00594
1871;Singapore;Other;0.00624
1872;Singapore;Other;0.00654
1873;Singapore;Other;0.00683
1874;Singapore;Other;0.00713
1875;Singapore;Other;0.00743
1876;Singapore;Other;0.00773
1877;Singapore;Other;0.00802
1878;Singapore;Other;0.00832
1879;Singapore;Other;0.00862
1880;Singapore;Other;0.00892
1881;Singapore;Other;0.00921
1882;Singapore;Other;0.00951
1883;Singapore;Other;0.00981
1884;Singapore;Other;0.01010
1885;Singapore;Other;0.01040
1886;Singapore;Other;0.01070
1887;Singapore;Other;0.01100
1888;Singapore;Other;0.01130
1889;Singapore;Other;0.01160
1890;Singapore;Other;0.01190
1891;Singapore;Other;0.01220
1892;Singapore;Other;0.01250
1893;Singapore;Other;0.01280
1894;Singapore;Other;0.01310
1895;Singapore;Other;0.01340
1896;Singapore;Other;0.01370
1897;Singapore;Other;0.01400
1898;Singapore;Other;0.01430
1899;Singapore;Other;0.01460
1900;Singapore;Other;0.01490
1901;Singapore;Other;0.01520
1902;Singapore;Other;0.01550
1903;Singapore;Other;0.01570
1904;Singapore;Other;0.01600
1905;Singapore;Other;0.01630
1906;Singapore;Other;0.01660
1907;Singapore;Other;0.01690
1908;Singapore;Other;0.01720
1909;Singapore;Other;0.01750
1910;Singapore;Other;0.01780
1911;Singapore;Other;0.01810
1912;Singapore;Other;0.01840
1913;Singapore;Other;0.01870
1914;Singapore;Other;0.01900
1915;Singapore;Other;0.01930
1916;Singapore;Other;0.01960
1917;Singapore;Other;0.01990
1918;Singapore;Other;0.02020
1919;Singapore;Other;0.02050
1920;Singapore;Other;0.02080
1921;Singapore;Other;0.02110
1922;Singapore;Other;0.02140
1923;Singapore;Other;0.02170
1924;Singapore;Other;0.02200
1925;Singapore;Other;0.02230
1926;Singapore;Other;0.02260
1927;Singapore;Other;0.02290
1928;Singapore;Other;0.02320
1929;Singapore;Other;0.02350
1930;Singapore;Other;0.02380
1931;Singapore;Other;0.02410
1932;Singapore;Other;0.02440
1933;Singapore;Other;0.02470
1934;Singapore;Other;0.02500
1935;Singapore;Other;0.02530
1936;Singapore;Other;0.02560
1937;Singapore;Other;0.02590
1938;Singapore;Other;0.02620
1939;Singapore;Other;0.02640
1940;Singapore;Other;0.02670
1941;Singapore;Other;0.02700
1942;Singapore;Other;0.02730
1943;Singapore;Other;0.02760
1944;Singapore;Other;0.02790
1945;Singapore;Other;0.02820
1946;Singapore;Other;0.02850
1947;Singapore;Other;0.02880
1948;Singapore;Other;0.02910
1949;Singapore;Other;0.02940
1950;Singapore;Other;0.02970
1951;Singapore;Other;0.03000
1952;Singapore;Other;0.03030
1953;Singapore;Other;0.03060
1954;Singapore;Other;0.03090
1955;Singapore;Other;0.03120
1956;Singapore;Other;0.03150
1957;Singapore;Other;0.03180
1958;Singapore;Other;0.03210
1959;Singapore;Other;0.03240
1960;Singapore;Other;0.03270
1961;Singapore;Other;0.03300
1962;Singapore;Other;0.03330
1963;Singapore;Other;0.03360
1964;Singapore;Other;0.03390
1965;Singapore;Other;0.03420
1966;Singapore;Other;0.03450
1967;Singapore;Other;0.03480
1968;Singapore;Other;0.03510
1969;Singapore;Other;0.03540
1970;Singapore;Other;0.05200
1971;Singapore;Other;0.05150
1972;Singapore;Other;0.06070
1973;Singapore;Other;0.06720
1974;Singapore;Other;0.06840
1975;Singapore;Other;0.06900
1976;Singapore;Other;0.07450
1977;Singapore;Other;0.08420
1978;Singapore;Other;0.09260
1979;Singapore;Other;0.10200
1980;Singapore;Other;0.10000
1981;Singapore;Other;0.11000
1982;Singapore;Other;0.11800
1983;Singapore;Other;0.12600
1984;Singapore;Other;0.13300
1985;Singapore;Other;0.13600
1986;Singapore;Other;0.13600
1987;Singapore;Other;0.13900
1988;Singapore;Other;0.14900
1989;Singapore;Other;0.16400
1990;Singapore;Other;0.21500
1991;Singapore;Other;0.22700
1992;Singapore;Other;0.22900
1993;Singapore;Other;0.25100
1994;Singapore;Other;0.25900
1995;Singapore;Other;0.25800
1996;Singapore;Other;0.25400
1997;Singapore;Other;0.24800
1998;Singapore;Other;0.23200
1999;Singapore;Other;0.23900
2000;Singapore;Other;0.25800
2001;Singapore;Other;0.25000
2002;Singapore;Other;0.23200
2003;Singapore;Other;0.20100
2004;Singapore;Other;0.19800
2005;Singapore;Other;0.18300
2006;Singapore;Other;0.17700
2007;Singapore;Other;0.17900
2008;Singapore;Other;0.17300
2009;Singapore;Other;0.19900
2010;Singapore;Other;0.21500
2011;Singapore;Other;0.22500
2012;Singapore;Other;0.21100
2013;Singapore;Other;0.20600
2014;Singapore;Other;0.19600
2015;Singapore;Other;0.19000
2016;Singapore;Other;0.19300
2017;Singapore;Other;0.19100
2018;Singapore;Other;0.19000
1850;Thailand;Energy;0.07980
1851;Thailand;Energy;0.08060
1852;Thailand;Energy;0.08140
1853;Thailand;Energy;0.08210
1854;Thailand;Energy;0.08290
1855;Thailand;Energy;0.08360
1856;Thailand;Energy;0.08430
1857;Thailand;Energy;0.08490
1858;Thailand;Energy;0.08550
1859;Thailand;Energy;0.08610
1860;Thailand;Energy;0.08660
1861;Thailand;Energy;0.08710
1862;Thailand;Energy;0.08750
1863;Thailand;Energy;0.08800
1864;Thailand;Energy;0.08850
1865;Thailand;Energy;0.08890
1866;Thailand;Energy;0.08940
1867;Thailand;Energy;0.08990
1868;Thailand;Energy;0.09040
1869;Thailand;Energy;0.09090
1870;Thailand;Energy;0.09150
1871;Thailand;Energy;0.09230
1872;Thailand;Energy;0.09380
1873;Thailand;Energy;0.09560
1874;Thailand;Energy;0.09780
1875;Thailand;Energy;0.10000
1876;Thailand;Energy;0.10300
1877;Thailand;Energy;0.10500
1878;Thailand;Energy;0.10700
1879;Thailand;Energy;0.10900
1880;Thailand;Energy;0.11000
1881;Thailand;Energy;0.11100
1882;Thailand;Energy;0.11200
1883;Thailand;Energy;0.11300
1884;Thailand;Energy;0.11400
1885;Thailand;Energy;0.11500
1886;Thailand;Energy;0.11500
1887;Thailand;Energy;0.11600
1888;Thailand;Energy;0.11700
1889;Thailand;Energy;0.11800
1890;Thailand;Energy;0.13300
1891;Thailand;Energy;0.13700
1892;Thailand;Energy;0.14100
1893;Thailand;Energy;0.14500
1894;Thailand;Energy;0.14900
1895;Thailand;Energy;0.15400
1896;Thailand;Energy;0.15900
1897;Thailand;Energy;0.16400
1898;Thailand;Energy;0.16900
1899;Thailand;Energy;0.17400
1900;Thailand;Energy;0.18000
1901;Thailand;Energy;0.18800
1902;Thailand;Energy;0.20000
1903;Thailand;Energy;0.21600
1904;Thailand;Energy;0.23400
1905;Thailand;Energy;0.25400
1906;Thailand;Energy;0.27500
1907;Thailand;Energy;0.29700
1908;Thailand;Energy;0.31900
1909;Thailand;Energy;0.34000
1910;Thailand;Energy;0.35900
1911;Thailand;Energy;0.37600
1912;Thailand;Energy;0.39400
1913;Thailand;Energy;0.41100
1914;Thailand;Energy;0.42800
1915;Thailand;Energy;0.44700
1916;Thailand;Energy;0.46700
1917;Thailand;Energy;0.48900
1918;Thailand;Energy;0.51300
1919;Thailand;Energy;0.53900
1920;Thailand;Energy;0.56900
1921;Thailand;Energy;0.60400
1922;Thailand;Energy;0.64500
1923;Thailand;Energy;0.69100
1924;Thailand;Energy;0.74500
1925;Thailand;Energy;0.80500
1926;Thailand;Energy;0.87200
1927;Thailand;Energy;0.94700
1928;Thailand;Energy;1.03000
1929;Thailand;Energy;1.12000
1930;Thailand;Energy;1.22000
1931;Thailand;Energy;1.37000
1932;Thailand;Energy;1.63000
1933;Thailand;Energy;1.95000
1934;Thailand;Energy;2.31000
1935;Thailand;Energy;2.69000
1936;Thailand;Energy;3.06000
1937;Thailand;Energy;3.39000
1938;Thailand;Energy;3.66000
1939;Thailand;Energy;3.84000
1940;Thailand;Energy;3.91000
1941;Thailand;Energy;3.84000
1942;Thailand;Energy;3.67000
1943;Thailand;Energy;3.42000
1944;Thailand;Energy;3.11000
1945;Thailand;Energy;2.77000
1946;Thailand;Energy;2.44000
1947;Thailand;Energy;2.13000
1948;Thailand;Energy;1.88000
1949;Thailand;Energy;1.71000
1950;Thailand;Energy;2.49000
1951;Thailand;Energy;2.62000
1952;Thailand;Energy;3.00000
1953;Thailand;Energy;3.59000
1954;Thailand;Energy;4.26000
1955;Thailand;Energy;4.96000
1956;Thailand;Energy;5.60000
1957;Thailand;Energy;6.33000
1958;Thailand;Energy;6.83000
1959;Thailand;Energy;7.54000
1960;Thailand;Energy;8.32000
1961;Thailand;Energy;8.97000
1962;Thailand;Energy;10.10000
1963;Thailand;Energy;10.90000
1964;Thailand;Energy;13.20000
1965;Thailand;Energy;13.40000
1966;Thailand;Energy;15.70000
1967;Thailand;Energy;18.80000
1968;Thailand;Energy;23.90000
1969;Thailand;Energy;22.10000
1970;Thailand;Energy;22.20000
1971;Thailand;Energy;25.90000
1972;Thailand;Energy;28.30000
1973;Thailand;Energy;30.90000
1974;Thailand;Energy;30.70000
1975;Thailand;Energy;31.60000
1976;Thailand;Energy;36.00000
1977;Thailand;Energy;39.40000
1978;Thailand;Energy;42.60000
1979;Thailand;Energy;44.50000
1980;Thailand;Energy;47.90000
1981;Thailand;Energy;45.30000
1982;Thailand;Energy;45.20000
1983;Thailand;Energy;47.10000
1984;Thailand;Energy;51.00000
1985;Thailand;Energy;55.40000
1986;Thailand;Energy;57.40000
1987;Thailand;Energy;65.00000
1988;Thailand;Energy;75.30000
1989;Thailand;Energy;87.40000
1990;Thailand;Energy;98.90000
1991;Thailand;Energy;109.00000
1992;Thailand;Energy;117.00000
1993;Thailand;Energy;129.00000
1994;Thailand;Energy;142.00000
1995;Thailand;Energy;161.00000
1996;Thailand;Energy;178.00000
1997;Thailand;Energy;186.00000
1998;Thailand;Energy;172.00000
1999;Thailand;Energy;183.00000
2000;Thailand;Energy;188.00000
2001;Thailand;Energy;200.00000
2002;Thailand;Energy;213.00000
2003;Thailand;Energy;230.00000
2004;Thailand;Energy;249.00000
2005;Thailand;Energy;253.00000
2006;Thailand;Energy;257.00000
2007;Thailand;Energy;263.00000
2008;Thailand;Energy;266.00000
2009;Thailand;Energy;279.00000
2010;Thailand;Energy;299.00000
2011;Thailand;Energy;293.00000
2012;Thailand;Energy;313.00000
2013;Thailand;Energy;316.00000
2014;Thailand;Energy;332.00000
2015;Thailand;Energy;342.00000
2016;Thailand;Energy;353.00000
2017;Thailand;Energy;355.00000
2018;Thailand;Energy;364.00000
1850;Thailand;Industrial Processes and Product Use;0.00434
1851;Thailand;Industrial Processes and Product Use;0.00457
1852;Thailand;Industrial Processes and Product Use;0.00481
1853;Thailand;Industrial Processes and Product Use;0.00508
1854;Thailand;Industrial Processes and Product Use;0.00536
1855;Thailand;Industrial Processes and Product Use;0.00565
1856;Thailand;Industrial Processes and Product Use;0.00596
1857;Thailand;Industrial Processes and Product Use;0.00628
1858;Thailand;Industrial Processes and Product Use;0.00661
1859;Thailand;Industrial Processes and Product Use;0.00696
1860;Thailand;Industrial Processes and Product Use;0.00731
1861;Thailand;Industrial Processes and Product Use;0.00768
1862;Thailand;Industrial Processes and Product Use;0.00806
1863;Thailand;Industrial Processes and Product Use;0.00847
1864;Thailand;Industrial Processes and Product Use;0.00889
1865;Thailand;Industrial Processes and Product Use;0.00933
1866;Thailand;Industrial Processes and Product Use;0.00979
1867;Thailand;Industrial Processes and Product Use;0.01030
1868;Thailand;Industrial Processes and Product Use;0.01080
1869;Thailand;Industrial Processes and Product Use;0.01130
1870;Thailand;Industrial Processes and Product Use;0.01180
1871;Thailand;Industrial Processes and Product Use;0.01240
1872;Thailand;Industrial Processes and Product Use;0.01300
1873;Thailand;Industrial Processes and Product Use;0.01370
1874;Thailand;Industrial Processes and Product Use;0.01440
1875;Thailand;Industrial Processes and Product Use;0.01510
1876;Thailand;Industrial Processes and Product Use;0.01580
1877;Thailand;Industrial Processes and Product Use;0.01660
1878;Thailand;Industrial Processes and Product Use;0.01730
1879;Thailand;Industrial Processes and Product Use;0.01810
1880;Thailand;Industrial Processes and Product Use;0.01900
1881;Thailand;Industrial Processes and Product Use;0.01980
1882;Thailand;Industrial Processes and Product Use;0.02060
1883;Thailand;Industrial Processes and Product Use;0.02150
1884;Thailand;Industrial Processes and Product Use;0.02240
1885;Thailand;Industrial Processes and Product Use;0.02340
1886;Thailand;Industrial Processes and Product Use;0.02430
1887;Thailand;Industrial Processes and Product Use;0.02530
1888;Thailand;Industrial Processes and Product Use;0.02640
1889;Thailand;Industrial Processes and Product Use;0.02750
1890;Thailand;Industrial Processes and Product Use;0.02700
1891;Thailand;Industrial Processes and Product Use;0.02700
1892;Thailand;Industrial Processes and Product Use;0.02700
1893;Thailand;Industrial Processes and Product Use;0.02710
1894;Thailand;Industrial Processes and Product Use;0.02710
1895;Thailand;Industrial Processes and Product Use;0.02710
1896;Thailand;Industrial Processes and Product Use;0.02710
1897;Thailand;Industrial Processes and Product Use;0.02710
1898;Thailand;Industrial Processes and Product Use;0.02710
1899;Thailand;Industrial Processes and Product Use;0.02710
1900;Thailand;Industrial Processes and Product Use;0.02710
1901;Thailand;Industrial Processes and Product Use;0.02710
1902;Thailand;Industrial Processes and Product Use;0.02710
1903;Thailand;Industrial Processes and Product Use;0.02710
1904;Thailand;Industrial Processes and Product Use;0.02710
1905;Thailand;Industrial Processes and Product Use;0.02710
1906;Thailand;Industrial Processes and Product Use;0.02720
1907;Thailand;Industrial Processes and Product Use;0.02720
1908;Thailand;Industrial Processes and Product Use;0.02720
1909;Thailand;Industrial Processes and Product Use;0.02730
1910;Thailand;Industrial Processes and Product Use;0.02730
1911;Thailand;Industrial Processes and Product Use;0.02740
1912;Thailand;Industrial Processes and Product Use;0.02750
1913;Thailand;Industrial Processes and Product Use;0.02770
1914;Thailand;Industrial Processes and Product Use;0.02790
1915;Thailand;Industrial Processes and Product Use;0.02810
1916;Thailand;Industrial Processes and Product Use;0.02830
1917;Thailand;Industrial Processes and Product Use;0.02850
1918;Thailand;Industrial Processes and Product Use;0.02880
1919;Thailand;Industrial Processes and Product Use;0.02900
1920;Thailand;Industrial Processes and Product Use;0.02920
1921;Thailand;Industrial Processes and Product Use;0.02940
1922;Thailand;Industrial Processes and Product Use;0.02950
1923;Thailand;Industrial Processes and Product Use;0.02970
1924;Thailand;Industrial Processes and Product Use;0.02980
1925;Thailand;Industrial Processes and Product Use;0.03000
1926;Thailand;Industrial Processes and Product Use;0.03020
1927;Thailand;Industrial Processes and Product Use;0.03040
1928;Thailand;Industrial Processes and Product Use;0.03060
1929;Thailand;Industrial Processes and Product Use;0.03080
1930;Thailand;Industrial Processes and Product Use;0.03100
1931;Thailand;Industrial Processes and Product Use;0.03090
1932;Thailand;Industrial Processes and Product Use;0.02760
1933;Thailand;Industrial Processes and Product Use;0.02450
1934;Thailand;Industrial Processes and Product Use;0.02870
1935;Thailand;Industrial Processes and Product Use;0.02950
1936;Thailand;Industrial Processes and Product Use;0.03390
1937;Thailand;Industrial Processes and Product Use;0.04200
1938;Thailand;Industrial Processes and Product Use;0.04640
1939;Thailand;Industrial Processes and Product Use;0.05440
1940;Thailand;Industrial Processes and Product Use;0.06600
1941;Thailand;Industrial Processes and Product Use;0.06670
1942;Thailand;Industrial Processes and Product Use;0.05860
1943;Thailand;Industrial Processes and Product Use;0.04290
1944;Thailand;Industrial Processes and Product Use;0.02570
1945;Thailand;Industrial Processes and Product Use;0.02900
1946;Thailand;Industrial Processes and Product Use;0.03570
1947;Thailand;Industrial Processes and Product Use;0.04400
1948;Thailand;Industrial Processes and Product Use;0.05650
1949;Thailand;Industrial Processes and Product Use;0.08010
1950;Thailand;Industrial Processes and Product Use;0.10400
1951;Thailand;Industrial Processes and Product Use;0.17600
1952;Thailand;Industrial Processes and Product Use;0.15100
1953;Thailand;Industrial Processes and Product Use;0.17400
1954;Thailand;Industrial Processes and Product Use;0.22800
1955;Thailand;Industrial Processes and Product Use;0.23500
1956;Thailand;Industrial Processes and Product Use;0.25100
1957;Thailand;Industrial Processes and Product Use;0.26400
1958;Thailand;Industrial Processes and Product Use;0.29900
1959;Thailand;Industrial Processes and Product Use;0.33400
1960;Thailand;Industrial Processes and Product Use;0.35600
1961;Thailand;Industrial Processes and Product Use;0.50600
1962;Thailand;Industrial Processes and Product Use;0.59600
1963;Thailand;Industrial Processes and Product Use;0.62700
1964;Thailand;Industrial Processes and Product Use;0.67900
1965;Thailand;Industrial Processes and Product Use;0.79400
1966;Thailand;Industrial Processes and Product Use;0.93400
1967;Thailand;Industrial Processes and Product Use;1.08000
1968;Thailand;Industrial Processes and Product Use;1.42000
1969;Thailand;Industrial Processes and Product Use;1.47000
1970;Thailand;Industrial Processes and Product Use;1.57000
1971;Thailand;Industrial Processes and Product Use;1.68000
1972;Thailand;Industrial Processes and Product Use;1.99000
1973;Thailand;Industrial Processes and Product Use;2.19000
1974;Thailand;Industrial Processes and Product Use;2.32000
1975;Thailand;Industrial Processes and Product Use;2.45000
1976;Thailand;Industrial Processes and Product Use;2.74000
1977;Thailand;Industrial Processes and Product Use;3.07000
1978;Thailand;Industrial Processes and Product Use;3.09000
1979;Thailand;Industrial Processes and Product Use;3.24000
